first_name,last_name,birth_date,hire_date
Kien,Bodoff,2/21/1954,10/30/1987
Oguz,Staylopatis,2/22/1953,6/7/1988
Pasqua,Harnett,12/12/1955,9/14/1985
Gila,Lamma,7/4/1953,7/17/1986
Chiradeep,Gunderson,4/7/1952,10/7/1985
Froduald,Cooman,9/15/1954,9/3/1985
Alois,Luga,6/28/1953,1/30/1987
Sadok,Eiter,1/30/1954,9/19/1987
Roded,Lorcy,12/15/1955,7/26/1988
Leni,Carrere,10/15/1954,9/8/1988
Gina,Miake,4/30/1954,2/9/1988
Shigeo,Denis,7/21/1953,2/10/1988
Jinpo,Koblick,6/17/1955,7/13/1987
Shalesh,Mitsuhashi,1/16/1955,11/22/1986
Weijing,Camarinopoulos,9/13/1955,3/4/1986
Nechama,Potthoff,1/8/1953,2/25/1988
Hsiangchu,Chvatal,8/6/1953,8/19/1985
Shietung,Ventosa,8/2/1953,11/28/1985
Limsoon,Gihr,10/3/1953,3/15/1987
Shaibal,Christ,5/11/1954,9/8/1987
Raimond,Biran,2/26/1955,6/30/1988
Perla,Birsak,12/16/1955,2/18/1987
Gift,Barinka,3/13/1955,4/4/1985
Toney,Garigliano,1/23/1953,7/13/1986
Venkatesan,Assaf,5/17/1953,10/16/1987
Wojceich,Kawashima,6/21/1955,3/27/1986
Shigenori,Zobel,3/17/1954,7/11/1987
Sastry,Akazan,1/11/1953,6/13/1985
Kiyokazu,Lorie,7/9/1954,11/3/1986
Mabhin,McAffer,7/9/1955,6/4/1988
Serif,Rodite,2/27/1954,10/14/1987
Guozhong,Eickenmeyer,4/17/1952,6/18/1987
Pasqua,Junot,11/13/1953,2/21/1985
Avishai,Baja,5/27/1953,7/21/1988
Sugwoo,Picaronny,4/27/1952,11/23/1987
Weiru,Krone,3/30/1954,7/27/1985
Brendon,Hardjono,2/4/1954,10/18/1985
Macha,Ritcey,12/1/1952,11/5/1987
Tonny,Ozeri,4/5/1954,5/11/1985
Giri,Denos,5/30/1953,1/24/1986
Danil,Peng,10/2/1954,7/13/1988
Haldon,Bresenham,2/15/1955,11/27/1985
Nimmagadda,Bridgland,2/21/1952,9/3/1985
Zvonko,Lovengreen,12/15/1955,9/14/1985
Xumin,Zyda,12/4/1952,7/24/1985
Wojceich,Lichtman,7/28/1954,2/9/1986
Danny,Famili,4/4/1952,3/26/1988
Mohan,Dalton,6/24/1954,7/3/1986
Selwyn,Nannarelli,4/24/1954,10/22/1985
Armond,Wynblatt,1/18/1955,7/11/1986
Uno,Highland,11/4/1955,3/11/1986
Premsyl,Levasseur,5/16/1952,1/17/1986
DeForest,Koyama,11/13/1953,12/24/1988
Bodh,Junet,9/26/1954,5/17/1988
Cedric,Bellone,9/25/1952,12/1/1985
Bernt,Argence,9/15/1955,8/21/1985
Guoxiang,Borstler,7/22/1953,12/23/1988
Dekang,Kenevan,12/27/1955,2/21/1988
Karoline,Fontan,3/25/1954,8/24/1987
Tua,Erva,3/28/1952,9/20/1987
Alenka,Mandelberg,9/30/1952,12/26/1986
Malu,Kriebel,8/20/1954,9/17/1987
Ashish,Nitsche,9/23/1955,5/18/1988
Oldrich,Delgrossi,10/26/1952,7/2/1986
Kellie,Doering,2/2/1954,10/7/1985
Peternela,Bottner,10/29/1955,3/13/1987
Patricio,Basawa,8/11/1954,4/9/1986
Takanari,Kisuki,3/23/1952,8/4/1985
Adit,Ranai,10/25/1955,12/7/1986
Lubomir,Cairo,12/22/1953,4/6/1985
Vojin,Boguraev,10/1/1953,5/25/1986
Marek,Prochazka,12/17/1952,6/23/1986
Hidefumi,Gulla,2/9/1952,12/19/1987
Vivian,Erdmenger,7/16/1952,2/19/1987
Harngdar,Bratten,9/13/1953,7/18/1988
Jaihie,Kisuki,1/12/1954,2/26/1987
Niteen,Binkley,3/10/1953,11/7/1987
Chinhyun,Argence,4/8/1955,12/17/1987
Bezalel,Haumacher,7/30/1953,11/14/1986
Kendra,Merey,9/11/1954,4/22/1986
Arie,Sadowsky,10/18/1955,7/10/1988
Yagil,Trumbly,11/30/1953,5/7/1985
Tesuya,Denis,3/11/1952,6/9/1988
Val,Showalter,3/31/1955,4/2/1986
Zeydy,Makrucki,10/4/1954,3/30/1987
Subbu,Olivero,7/20/1954,12/12/1985
Apostol,Polupanov,2/9/1954,2/6/1985
Perry,Cairo,4/18/1952,12/11/1987
Gad,Dolinsky,5/30/1952,2/26/1988
Shridhar,Bridgland,3/28/1955,8/7/1988
Heejo,Kieras,11/8/1954,3/3/1985
Nobuyoshi,Rodiger,10/30/1952,7/9/1985
Weiwu,Gopalakrishnan,7/9/1954,5/16/1985
Tadanori,Brookner,7/27/1952,7/14/1987
Youjian,Angot,8/9/1954,8/22/1985
Jordanka,Motley,7/24/1955,5/1/1985
Bojan,Decaestecker,8/21/1955,8/29/1985
Sivanarayana,Champarnaud,10/31/1953,6/1/1985
Chaosheng,Peternell,12/8/1955,1/24/1988
Yechiam,Jakobus,4/6/1952,5/30/1987
Zejun,Ramaiah,3/12/1955,5/22/1985
Chaosheng,Matzke,9/5/1954,5/13/1987
Nirmal,Kinley,10/2/1955,12/21/1988
Cordelia,Falco,6/17/1955,12/13/1988
DeForest,Rossi,7/25/1952,4/28/1988
Takanari,Kolinko,5/12/1952,5/7/1988
Mahendra,Perry,10/25/1952,4/27/1986
Gay,Beilner,1/24/1954,9/2/1985
Fun,Matteis,3/23/1955,9/15/1986
Leen,Miculan,9/17/1952,6/25/1988
Guttorm,Reinhard,8/2/1954,5/7/1987
Mohammed,Syrotiuk,11/28/1952,8/13/1986
Naftali,Rahimi,10/14/1952,2/27/1985
Waiman,Plessier,11/20/1952,8/1/1988
Ger,McClure,6/8/1954,10/19/1988
Shiv,Klassen,10/29/1954,10/6/1987
Rafail,Stroustrup,10/19/1953,1/10/1986
Pragnesh,Tramer,1/4/1955,9/7/1985
Pohua,Bernardeschi,4/9/1953,11/21/1988
Rosine,Tsunoo,9/29/1954,12/8/1986
Adly,Salverda,1/6/1955,5/18/1985
Otilia,Pietrzykowski,2/5/1953,8/5/1985
Sachar,Emiris,8/14/1954,11/18/1985
Remco,Ariola,4/11/1952,12/6/1988
Moon,Marletta,4/16/1952,6/15/1986
Xiaoqiang,Roisin,10/2/1955,10/14/1987
Anestis,Talmor,4/20/1953,9/20/1987
Soenke,Kitai,1/27/1954,1/27/1987
Vatsa,Weedman,12/5/1952,6/29/1986
Arvind,Gulik,12/28/1953,1/11/1986
Goo,Bernatsky,11/16/1952,2/24/1987
Jaihie,Luef,7/1/1954,4/26/1985
Stafford,Veevers,11/11/1955,8/29/1986
Honesty,Schurmann,8/26/1954,4/9/1988
Hairong,Emden,8/25/1955,11/16/1988
Along,Klassen,8/4/1953,8/2/1988
Kristen,Acton,4/2/1952,3/8/1985
Jaihie,Dulin,10/16/1955,8/30/1988
Seshu,Kugler,4/10/1953,6/12/1986
Wonhee,Ranon,6/2/1953,11/4/1985
Hidde,Menhoudj,3/20/1955,4/16/1988
Kayoko,Ravishankar,5/31/1955,8/6/1988
Maja,Walston,12/31/1954,6/21/1985
Kristina,Pena,5/1/1952,3/7/1986
Abdelwaheb,Marrakchi,11/11/1952,4/16/1986
Uno,Lanteri,3/8/1953,8/14/1985
Yefim,Mitsuhashi,3/8/1953,11/26/1988
Ghassan,Murtha,9/18/1953,11/22/1988
Gio,Flexer,6/1/1955,7/7/1985
Taizo,Peha,1/25/1953,5/20/1988
Jouko,Lortz,10/10/1955,5/19/1985
Yaghout,Krychniak,9/25/1952,10/26/1988
Sudhanshu,Bugrara,3/31/1952,7/12/1986
Eishiro,Etalle,8/8/1955,9/29/1987
Sibyl,Rijckaert,5/29/1952,7/2/1987
Danil,Narahari,11/19/1952,6/7/1987
Pranjal,Rossi,3/21/1954,2/23/1986
Szabolcs,Borstler,2/5/1952,11/3/1985
Souichi,Llado,1/8/1955,4/3/1988
Jessie,Kitsuregawa,8/26/1954,4/4/1987
Shao,Suomi,8/19/1953,6/27/1985
Jahangir,Baaz,11/21/1953,4/27/1987
Kwangsub,Brender,10/10/1952,4/23/1987
Uzi,Chartres,2/1/1953,10/1/1988
Duri,Perna,4/24/1954,3/19/1985
Jouko,Bolotov,6/30/1952,3/22/1987
Insup,Peltason,6/11/1954,3/10/1985
Godehard,Middleton,12/18/1955,11/4/1985
Garnet,Flasterstein,5/30/1952,9/25/1987
Arunachalam,Middleton,12/4/1955,9/9/1988
Hailing,Hockney,10/13/1953,11/4/1987
Xinan,Ranum,12/9/1953,5/12/1985
Udi,McConalogue,10/30/1955,12/18/1986
Xiaoshan,Whittlesey,9/10/1953,4/11/1985
Licheng,Clouatre,3/5/1953,7/14/1987
Cathie,Jervis,2/15/1952,10/27/1985
Jixiang,Thibadeau,6/27/1953,4/27/1985
Kerryn,Tiemann,5/26/1952,7/19/1985
Youngkon,Leaver,7/3/1953,6/5/1985
Kiyokazu,Burnard,11/5/1953,4/18/1985
Mihalis,Diderrich,8/7/1952,10/19/1986
Unal,Pews,5/24/1955,5/1/1985
Beshir,Litzkow,2/26/1952,3/3/1986
Margareta,Gadepally,12/6/1955,5/20/1988
Kwun,Gecsei,8/16/1954,5/14/1985
Jaques,Usery,11/26/1954,1/11/1986
Jacqueline,Syang,10/26/1955,7/23/1985
Anneli,Kragelund,11/1/1952,9/29/1988
Shigeichiro,Akaboshi,1/16/1954,11/18/1985
Shridhar,Emmart,6/4/1955,12/24/1985
Jiong,Terwilliger,4/14/1953,4/20/1987
Reinhard,Prenel,5/16/1954,11/8/1987
Paddy,Stifter,7/28/1954,4/17/1985
Maren,Llado,8/7/1955,4/16/1985
Youngkon,Petersohn,7/4/1954,10/8/1987
Erzsebet,Hebert,5/20/1953,8/27/1986
Uma,Krohn,12/13/1953,4/13/1985
Monique,Huhdanpaa,3/15/1955,11/23/1987
Marek,Siksek,2/22/1953,12/14/1988
Brewster,Rettelbach,10/11/1952,7/1/1988
Rajmohan,Tsukune,2/27/1954,4/20/1985
Chenyi,Schreiter,3/24/1955,3/24/1985
Heng,Apsitis,11/11/1955,6/13/1988
Poornachandra,Haldar,9/28/1953,11/28/1986
Henk,Kermarrec,10/12/1954,1/28/1987
Weicheng,Birrer,12/28/1955,4/1/1985
Ingmar,Ruemmler,9/29/1952,1/12/1986
Krister,Schapiro,5/13/1953,4/16/1987
Christophe,Suppi,3/10/1954,5/6/1988
Christ,Tetzlaff,11/23/1955,1/20/1988
Vidya,Wossner,8/29/1955,8/22/1985
Anwar,Flexer,4/11/1954,3/2/1988
Macha,Penz,6/17/1952,7/30/1986
Susanne,Heering,5/4/1954,8/22/1986
Mario,Perfilyeva,12/12/1952,4/22/1985
Goetz,Oberman,1/25/1955,12/1/1987
Vasilis,Luga,6/19/1954,7/22/1985
Uno,Dolinsky,8/19/1954,2/8/1988
Adly,Rosay,6/27/1955,12/2/1987
Rosella,Ariola,1/11/1954,6/9/1988
Gererd,Ramaiah,5/16/1954,12/31/1985
Chinhyun,Butner,10/17/1952,6/4/1985
Shim,Narwekar,4/11/1953,4/23/1987
Charmane,Vernadat,5/20/1954,10/3/1985
Noritoshi,Krybus,6/17/1955,6/27/1988
Dinah,Awdeh,3/13/1954,3/1/1987
Horward,Pearson,1/4/1954,10/29/1986
Nahid,Servieres,6/18/1955,12/5/1986
Tooru,Hagimont,6/5/1955,5/6/1986
Sachem,Luders,2/26/1954,4/29/1986
Vitaly,Flasterstein,3/7/1952,4/11/1987
Kirk,Masada,3/19/1954,12/15/1988
Kagan,Sridhar,4/7/1955,9/17/1987
Chandrasekaran,Goldhammer,7/9/1954,11/25/1986
Paris,Lanzelotte,11/25/1954,3/2/1988
Sverrir,Mateescu,10/22/1954,9/28/1988
Gaetan,Olivero,2/13/1954,2/23/1985
Reinhold,Speckmann,3/29/1953,7/24/1987
Yechezkel,Schaaf,8/23/1955,6/16/1985
Susuma,Boreale,10/4/1952,5/16/1987
Conor,Uhrig,3/7/1955,7/20/1987
Kasturi,Cummings,9/7/1955,4/5/1987
Anestis,Pramanik,7/13/1954,7/31/1986
Mohammad,Demke,7/4/1953,6/27/1988
Uinam,Eldridge,7/14/1955,3/7/1985
Mart,Peir,7/21/1952,9/11/1986
Aleksander,Karnin,9/13/1952,9/29/1987
Byong,Felcyn,2/19/1953,2/21/1985
Tua,Passafiume,8/9/1955,1/18/1986
Wojceich,McDermid,10/16/1952,12/14/1985
Zsolt,Mitsuhashi,12/14/1954,5/13/1987
Yucel,Conta,5/5/1954,5/14/1986
Houman,Esteva,12/12/1953,4/11/1985
Chuanti,Chenoweth,8/16/1955,3/30/1987
Babette,Panwar,1/14/1954,9/3/1985
Goetz,Lukaszewicz,11/14/1955,11/23/1986
Leni,Koyama,8/18/1953,11/19/1988
Basim,Ghazalie,1/15/1953,8/14/1986
Hideyuki,Veldwijk,4/26/1954,3/14/1987
Elvis,Potthoff,2/23/1955,2/29/1988
Koldo,Kilgour,2/21/1955,4/25/1988
Odoardo,England,10/2/1952,10/14/1987
Divier,Quadeer,2/8/1953,8/1/1985
Arup,Chleq,7/5/1954,9/3/1985
Bernd,Kumaresan,8/28/1953,12/30/1985
Shmuel,Muchinsky,1/6/1955,12/24/1986
Rafols,Kaminger,12/30/1955,11/10/1987
Heather,Wroclawski,5/31/1952,2/11/1985
Mircea,Unni,9/27/1952,3/10/1985
Moss,Caine,6/4/1954,7/7/1987
Hinrich,Desikan,5/1/1953,6/29/1986
Cathie,Ducloy,11/18/1954,8/16/1988
Eldridge,Chimia,7/29/1955,9/29/1986
Paloma,Xiaoshan,10/20/1953,1/9/1987
Jinya,Naudin,5/31/1955,12/14/1986
Satoru,Ranai,2/21/1954,11/1/1986
Frederique,Heinisuo,4/7/1953,11/25/1986
Jeane,Gire,8/2/1953,7/8/1987
Margo,Tyugu,11/4/1955,8/31/1988
Jeanne,Godskesen,6/10/1955,2/28/1987
Monique,Lichtner,12/28/1954,7/7/1986
Gretta,Scharstein,8/14/1952,9/8/1985
JoAnne,Merks,11/20/1953,11/13/1985
Wojceich,Azadmanesh,11/24/1954,3/3/1987
Ashish,Loncour,8/12/1954,2/24/1987
Van,Hutton,7/3/1953,12/14/1987
Sungwon,Cangellaris,5/17/1953,6/29/1985
Aran,Bahl,9/14/1952,5/6/1986
Aleksander,Zaiane,7/19/1954,8/31/1987
Rosalyn,Cooman,6/29/1954,9/7/1986
Kshitij,Staudhammer,6/8/1953,12/22/1986
Sorina,Menhardt,5/31/1954,8/20/1985
Baocai,Katzenelson,1/4/1955,3/6/1988
Gift,DasSarma,1/3/1955,9/29/1985
Kyoichi,Trystram,2/19/1952,1/13/1986
Arun,Chleq,1/4/1955,3/3/1987
Vidya,Decaestecker,3/12/1952,6/14/1987
Aruna,Kornyak,11/14/1953,2/12/1986
Margareta,Thorensen,3/30/1952,12/8/1988
Guozhong,Yemenis,3/16/1955,2/4/1986
Arie,Auyong,9/18/1953,5/13/1988
Yishay,Axelband,2/23/1953,12/13/1986
Ekawit,Cangellaris,2/13/1955,6/17/1988
Chriss,Lanphier,10/3/1954,7/8/1987
Sreekrishna,Heusch,6/3/1955,3/19/1988
Vishv,Pulkowski,7/16/1952,10/16/1985
Dharmaraja,Schaaf,2/25/1954,2/5/1985
Gro,Armand,7/12/1955,11/27/1985
Munehiko,Narwekar,9/14/1954,3/20/1987
Hyuckchul,Srimani,7/18/1954,5/22/1985
Huai,Panwar,1/3/1953,8/13/1986
Luise,Roisin,6/3/1952,10/8/1988
Nectarios,Crouzet,11/30/1952,3/4/1987
Kristina,Grandbois,7/16/1954,10/29/1987
Gererd,Schwabacher,6/18/1954,6/9/1988
Tonny,Pargas,11/6/1954,12/22/1985
Sangeeta,Falby,4/5/1955,4/9/1985
Xudong,Zultner,2/19/1955,12/10/1988
Magdalena,Bojadziev,7/6/1955,9/23/1985
Francoise,Ramalingam,6/7/1955,4/8/1987
Martien,Fujisaki,11/19/1953,4/10/1985
Duro,Tyugu,1/25/1954,5/3/1987
Christophe,Terkki,9/27/1952,11/8/1987
Weiyi,Burnard,10/31/1953,1/4/1986
Barry,Ramsey,9/18/1952,8/8/1985
Emran,Hiroyama,3/18/1955,7/11/1988
Kazuhisa,Azumi,7/5/1954,7/7/1988
Magy,McFarlan,7/5/1953,4/30/1985
Elzbieta,Smeets,7/7/1953,7/13/1988
Yoshimitsu,Esteva,4/22/1954,10/7/1986
Serif,Attimonelli,8/8/1952,6/29/1986
Yongqiao,Uhrig,9/6/1954,8/18/1985
Zhensheng,Walston,5/24/1952,2/25/1988
Conrado,Zschoche,12/21/1953,4/20/1985
Claudi,Fujisaki,2/5/1954,10/16/1988
Sumant,Henseler,10/21/1954,12/25/1985
Sushant,Hambrick,3/12/1952,10/14/1987
Heather,Wrigley,7/11/1953,5/12/1987
Bokyung,Birnbaum,8/15/1955,12/22/1987
Ghassan,Olivero,12/8/1952,1/7/1986
Mayuko,Christ,5/12/1954,2/21/1985
Wonhee,Talmon,8/15/1953,3/20/1985
Doowon,Jervis,1/27/1953,10/14/1988
Hiroyasu,Demri,4/9/1952,3/12/1987
Deborah,Keohane,10/2/1954,3/25/1987
Cristinel,Versino,8/13/1955,12/17/1986
Adam,Danlos,3/5/1953,11/16/1986
Vincent,Schlenzig,6/7/1952,9/5/1987
Alenka,Stanfel,4/1/1955,3/17/1986
Shigehiro,Plavsic,8/7/1952,10/25/1985
Dmitri,Crelier,7/11/1955,8/20/1987
Gurbir,Crelier,9/28/1955,1/1/1988
Ibibia,Conia,6/21/1953,9/29/1986
Claude,Ducloy,9/9/1955,5/4/1987
Weidon,Genin,6/21/1953,5/12/1987
Moto,Siepmann,10/15/1955,3/15/1985
Pranjal,Gonthier,10/15/1955,10/4/1985
Uma,Picaronny,10/26/1953,1/9/1988
Mikhail,Luck,4/30/1952,12/25/1987
Chaitali,Prochazka,3/12/1955,9/4/1987
Fai,Rubsam,12/12/1952,6/29/1987
Isaac,Marrakchi,4/1/1952,8/22/1988
Changho,Rubsam,11/17/1955,5/4/1986
Shirish,Gire,3/18/1954,10/11/1986
Sachar,Grabner,10/9/1952,10/1/1986
Premsyl,Biron,3/19/1954,6/19/1986
King,Schwabacher,4/11/1952,2/10/1986
Conor,Gajiwala,6/4/1952,4/2/1988
Shaibal,Ozery,6/26/1955,10/12/1987
Masaki,Farrag,11/21/1954,3/7/1988
Theron,Badache,11/7/1954,4/24/1987
Fai,Famili,3/3/1955,10/21/1986
Richard,Syrotiuk,5/13/1953,1/30/1986
Elgin,Pettis,4/4/1955,6/3/1988
Theron,Glinert,10/10/1955,2/25/1988
Rance,Takkinen,4/9/1953,4/1/1987
Saeko,Escriba,9/13/1955,5/14/1987
Bernt,Valette,5/3/1955,8/18/1986
Adamantios,Eppinger,11/18/1952,4/15/1987
Kwangjo,Falco,7/3/1955,3/4/1987
Shunichi,Chinal,11/25/1954,3/16/1988
Fuqing,Cooley,7/6/1952,10/15/1988
Khatoun,Borovoy,6/27/1952,2/14/1986
Rajmohan,Rebaine,11/16/1952,1/28/1986
Kaijung,Cummings,10/15/1954,8/21/1987
Kenroku,Seiwald,3/2/1955,3/13/1985
Elvia,Fujisaki,1/25/1955,8/26/1988
Odysseas,Bale,4/5/1953,1/7/1988
Valeri,Alencar,2/20/1953,10/21/1986
Amstein,Anandan,9/5/1955,4/10/1988
Shawna,Badr,8/19/1953,10/13/1985
Jahangir,Burnard,12/26/1954,5/20/1986
Yurij,Chelton,8/7/1955,12/20/1988
Gad,Nourani,3/12/1954,1/5/1987
Xiaoqiu,Speek,6/20/1954,8/29/1985
Aloys,Ladret,12/15/1954,12/27/1985
Aleksandar,Alblas,10/24/1954,3/21/1985
Shaibal,Farris,6/7/1954,12/14/1986
Randi,Potthoff,3/22/1955,12/22/1988
Pintsang,Litzler,10/5/1953,8/5/1987
Navin,Steenbeek,6/23/1954,7/16/1987
Abdulah,Senzako,11/4/1954,9/7/1988
Yishay,Zedlitz,4/24/1952,10/31/1988
Izaskun,Verhaegen,2/11/1953,9/16/1985
Dekang,Pearson,10/4/1955,6/1/1985
Sudharsan,Ellozy,12/18/1955,5/9/1988
Pantung,Billawala,11/7/1953,11/20/1986
Willard,Garnier,11/13/1955,12/19/1985
Chanjung,Burnard,9/25/1954,2/17/1987
Margareta,Luon,11/16/1955,7/17/1987
Sachin,Picci,6/23/1955,6/30/1987
Somnath,Lundstrom,5/17/1955,12/5/1987
Tru,Schlumberger,11/10/1952,10/25/1985
Qiwen,Piazza,8/17/1954,5/7/1985
Dinkar,Aseltine,8/22/1954,9/20/1985
Toong,Bage,8/19/1952,3/16/1985
Alair,Miara,9/5/1953,1/6/1988
Adin,Kawashima,6/11/1953,2/5/1986
Gopalakrishnan,Farrar,1/8/1955,10/8/1986
Sibyl,Dredge,3/21/1955,11/3/1988
Chriss,Hennebert,7/21/1955,10/4/1986
Takahiro,Rothenberg,7/31/1953,11/6/1987
Guttorm,Peyn,11/8/1954,12/8/1986
Xuedong,Lakshmanan,10/23/1954,1/9/1987
Menkae,Aamodt,1/11/1954,2/7/1986
Heeju,Goodrum,10/28/1953,12/11/1986
Genevieve,Munck,3/15/1953,4/17/1985
Heon,Unno,3/1/1952,8/17/1987
Xiaobin,Sullins,12/22/1953,2/27/1985
Arno,Itzigehl,4/29/1954,4/4/1987
Ashish,Rubsam,9/25/1954,6/29/1985
Tetsushi,Unni,3/14/1953,8/18/1988
Mary,Quadeer,8/15/1955,12/6/1988
Yonghong,Lortz,3/7/1953,5/18/1988
Suebskul,Masand,7/20/1955,2/14/1986
Maren,Matzel,9/13/1953,3/18/1987
Uli,Potthoff,8/5/1953,4/28/1985
Cristinel,Mateescu,3/30/1952,6/12/1987
Bedir,Guerreiro,5/13/1954,4/12/1986
Aksel,Shackel,6/25/1952,4/8/1988
Zissis,Berztiss,4/26/1954,11/9/1986
Tsuneo,Hettesheimer,5/21/1953,12/25/1985
Herbert,Kandlur,2/1/1953,9/18/1985
Amabile,Walston,12/21/1952,12/26/1987
Samphel,Zirintsis,3/11/1954,8/29/1988
Zhaofang,Greibach,3/23/1953,10/12/1988
Valeri,Haddadi,3/12/1952,4/5/1985
Fumiko,Negoita,4/19/1955,4/28/1987
Fumiyo,Norsworthy,4/30/1953,7/14/1985
Zeljko,Hinsberger,9/27/1954,6/16/1985
Kristen,Rissland,9/5/1955,2/8/1988
Annemarie,Schnabel,6/20/1955,7/24/1985
Gro,Bugrara,6/19/1952,4/5/1987
Kwee,Ulupinar,3/18/1955,6/2/1985
Kinh,Rabejac,1/8/1955,10/16/1985
Nidapan,Einsfeld,11/7/1953,5/7/1987
Tetsushi,Murtagh,1/30/1955,7/12/1986
Fox,Schach,8/21/1952,12/25/1985
Tadahiro,Parveen,12/13/1952,8/11/1985
Masali,Gopalakrishnan,3/11/1955,10/8/1988
Lalit,Delgrande,7/1/1952,4/24/1986
Jianhao,Luff,10/21/1952,3/15/1987
Yechezkel,Gecsei,8/16/1955,11/19/1987
Berna,Reghbati,3/8/1955,1/4/1987
Genki,Aloia,3/4/1955,12/14/1986
Shahaf,Ranst,11/13/1955,3/31/1986
Dzung,Setlzner,9/19/1954,11/2/1986
Janalee,Lodder,10/8/1954,7/20/1986
Aamod,Lanphier,5/11/1953,9/23/1988
Abdulla,Ozeri,9/25/1955,6/25/1988
Anoosh,Kornyak,12/9/1953,6/28/1986
Aleksandar,Danlos,9/26/1954,9/30/1985
Kolar,Karunanithi,8/7/1953,12/6/1986
Howell,Shimshoni,10/31/1954,1/21/1987
Parviz,Jeong,8/28/1953,1/4/1986
Sadegh,Vasanthakumar,11/2/1953,10/18/1988
Rafols,Kamble,5/24/1955,10/26/1986
Hairong,Coney,3/14/1955,5/5/1987
Gou,Hinsberger,6/2/1955,4/8/1985
Xuejun,Schaad,10/1/1954,8/18/1987
Caolyn,Hoppenstand,8/8/1954,9/14/1985
Lihong,Butner,12/30/1955,3/31/1985
Morrie,Jenevein,12/11/1952,5/6/1986
Qiwen,Thorelli,7/28/1954,3/9/1985
Yechiam,Munch,1/7/1953,3/8/1988
Shigehiro,Kuzuoka,7/30/1952,7/5/1987
Shin,Siprelle,7/21/1952,4/16/1985
Fabrizio,Lalonde,5/4/1952,4/27/1986
Brigham,Erde,4/6/1954,4/20/1985
Phule,Maliniak,8/9/1952,1/17/1986
Arunas,Range,10/29/1952,4/25/1988
Steve,Staelin,5/29/1954,3/2/1988
Mantis,Piazza,3/11/1954,8/25/1985
Gaetan,Doering,11/4/1952,2/27/1986
Shiv,Flasterstein,11/26/1953,1/30/1986
Dinah,Diderrich,11/2/1952,7/19/1987
Teruyuki,Gecsel,5/2/1952,5/18/1988
Fai,Eldridge,11/5/1954,8/26/1985
Tooru,Peron,8/25/1955,2/24/1988
Somnath,Morrey,10/11/1952,6/10/1985
Moie,Himler,11/28/1953,11/19/1988
Xiaoqiang,Delgrande,4/1/1952,3/20/1988
Kwangjo,Zockler,11/23/1955,5/12/1986
Yechezkel,Lichtner,4/13/1955,7/7/1985
Rafail,Verspoor,10/10/1955,11/12/1985
Munehiro,Zastre,8/7/1953,8/10/1988
Claudi,Angel,1/18/1955,8/30/1985
Jaber,Waeselynck,12/22/1952,7/7/1985
Jaewon,Pappas,6/21/1954,8/15/1988
Kazuhira,Pileggi,11/28/1954,8/1/1986
Fumiko,Munoz,11/1/1953,6/12/1987
Kasidit,Masada,12/19/1952,2/13/1987
Salvador,Byoun,9/14/1955,1/16/1988
Conor,Koblitz,2/18/1955,11/9/1985
Zhigen,Meriste,2/1/1954,9/20/1987
Leaf,Biros,3/17/1954,4/11/1985
Zhilian,Rissanen,7/22/1953,6/11/1988
Fuqing,Coney,6/12/1954,4/13/1986
Xiaobin,Pfau,1/30/1954,5/6/1987
Nathalie,Lorys,12/12/1953,7/29/1988
Panayotis,Daescu,3/1/1955,1/25/1988
Khun,Eterovic,6/20/1952,1/12/1988
Arup,Rebaine,7/14/1952,12/21/1987
Maha,Feinberg,2/8/1953,12/29/1988
Nathalie,Luit,9/12/1952,1/5/1986
Akhilish,Granlund,1/10/1954,10/12/1985
Yechiam,Fendler,4/29/1954,8/10/1987
Vidya,Leonhardt,9/27/1952,10/24/1987
Ranan,Luby,5/14/1955,12/11/1988
Sampalli,Iacovou,12/2/1954,3/23/1985
Along,Gyimothy,9/12/1954,5/24/1988
Fabrizio,Goodrum,3/15/1954,11/29/1987
Gen,Tanemo,1/4/1955,6/7/1986
Sham,Fontan,7/29/1955,7/14/1985
Aris,Rotem,4/15/1954,5/13/1986
Bokyung,Ellozy,10/18/1952,4/27/1988
Itzchak,Falster,8/16/1954,7/4/1988
Deborah,Bharadwaj,11/28/1955,5/5/1985
Rosli,Vidya,7/14/1954,3/9/1987
Gita,Fontan,4/7/1952,11/27/1985
Arno,Zaccaria,7/15/1955,6/14/1988
Rasikan,Piancastelli,11/17/1955,1/4/1988
Mitchel,Restivo,3/28/1955,10/19/1985
Mingzeng,Braunschweig,9/15/1954,11/8/1986
Lihong,Eickenmeyer,12/12/1953,4/11/1986
Arie,Gecsei,8/21/1952,5/25/1987
Alejandro,Isard,2/7/1954,6/9/1986
Yuguang,Gils,4/29/1954,10/12/1988
Geoff,Kleiser,10/20/1954,4/3/1987
Zhiguo,Ratzlaff,1/20/1954,9/13/1985
Sangeeta,Karnin,1/21/1954,4/24/1985
Yuriy,Giaccio,9/23/1953,7/15/1985
Dietrich,Peot,9/3/1952,3/6/1987
Roddy,Chepyzhov,9/5/1955,3/3/1987
Ziya,Ramamoorthy,8/9/1952,1/13/1987
Shuky,Lorch,12/25/1955,9/2/1985
Rildo,Cincotta,8/11/1952,12/18/1988
Danae,Cochrane,7/24/1952,6/29/1985
Mingdong,Lunt,5/4/1955,5/28/1986
Jagoda,Gill,11/2/1952,4/10/1985
Bogdan,Perri,4/20/1953,9/12/1985
